Step,dqn_gnn_noas_ts_100k,dqn_gnn_noas_bounds_ts_100k,dqn_mlp_as_ts_100k,dqn_mlp_noas_nobounds_no_feat_extr_ts_100k,dqn_mlp_noas_nobounds_ts_100k,dqn_mlp_noas_ts_100k,Step_for_mn,dqn_mlp_as_ts_1mn
59040,-39.6606826782227,-38.7349433898926,-10.0137786865234,-8.9149227142334,-8.51761817932129,-11.1432571411133,359712,-9.11965656280518
59136,-39.8566360473633,-38.7594871520996,-9.68296337127686,-8.90907382965088,-8.55286502838135,-11.0562105178833,359904,-9.2253532409668
59232,-39.7354164123535,-38.8814353942871,-9.36119556427002,-9.02156162261963,-8.60349082946777,-10.9773550033569,360000,-9.18856430053711
59328,-39.6408538818359,-38.8166999816895,-9.23234748840332,-8.84115314483643,-8.54136848449707,-11.0085525512695,360288,-9.12812995910645
59424,-39.5389137268066,-38.6652641296387,-9.20957279205322,-8.77934169769287,-8.55182361602783,-10.9992198944092,360384,-9.19802093505859
59520,-39.6928863525391,-38.7373313903809,-9.22486400604248,-8.7139253616333,-8.49178600311279,-10.6196823120117,360480,-9.26418113708496
59616,-39.6786766052246,-38.7443351745606,-9.3988618850708,-8.77492809295654,-8.38245010375977,-10.838794708252,361152,-9.48630714416504
59712,-39.6298522949219,-38.7805786132813,-9.34237670898438,-8.66337966918945,-8.44903087615967,-10.8224229812622,361344,-9.55238723754883
59808,-39.3842277526856,-38.9989242553711,-9.32348728179932,-8.60669040679932,-8.44135856628418,-10.0879650115967,362976,-9.19560050964356
59904,-39.439136505127,-38.9416580200195,-9.65068054199219,-8.46904754638672,-8.42300415039063,-9.67886352539063,363168,-9.11992073059082
60000,-39.4390411376953,-39.1087799072266,-9.84528255462647,-8.39757251739502,-8.32910633087158,-9.53527355194092,363264,-9.01889514923096
60096,-39.2705116271973,-38.9554061889648,-10.1604890823364,-8.71456336975098,-8.51226902008057,-9.64811515808106,363648,-8.68017864227295
60192,-39.359001159668,-39.2121200561523,-10.1776866912842,-9.13837432861328,-8.65689563751221,-9.48740291595459,363936,-8.73473167419434
60288,-39.5354080200195,-39.2695350646973,-9.99740314483643,-9.81173515319824,-9.13996982574463,-9.4576587677002,365568,-9.02964496612549
60384,-39.7018127441406,-39.3722114562988,-9.97527408599854,-10.5909509658813,-9.93753814697266,-9.11246299743652,366144,-9.35367012023926
60480,-39.634391784668,-39.3335266113281,-9.96862602233887,-11.4058656692505,-10.1036701202393,-9.85015296936035,367104,-8.97219562530518
60576,-39.694278717041,-39.4661750793457,-10.1961345672607,-11.9595775604248,-10.4251937866211,-9.91390800476074,368640,-9.23678207397461
60672,-39.6549758911133,-39.4237327575684,-10.7645998001099,-12.3890142440796,-11.1116065979004,-9.99858093261719,369504,-9.83767127990723
60768,-39.8376617431641,-39.417407989502,-10.8827419281006,-12.5708103179932,-11.6174430847168,-10.2678184509277,369696,-9.95571517944336
60864,-39.956916809082,-39.4230690002441,-11.2373447418213,-12.6866016387939,-11.855580329895,-10.4378232955933,369888,-9.60683727264404
60960,-39.7489318847656,-39.4419136047363,-11.8369569778442,-12.8539867401123,-11.889666557312,-12.0064039230347,370368,-9.05851078033447
61056,-39.6040191650391,-39.2670059204102,-12.3670473098755,-13.9800901412964,-12.4189472198486,-12.511887550354,370656,-8.84941005706787
61152,-39.5953140258789,-39.2520637512207,-12.5687580108643,-14.8002319335938,-12.7031402587891,-12.4195404052734,371520,-8.75919151306152
61248,-39.4761085510254,-39.364372253418,-13.1380472183228,-15.1836137771606,-12.7663488388062,-12.4190998077393,371808,-8.53207874298096
61344,-39.5315780639648,-39.5615463256836,-13.3709678649902,-15.8498554229736,-12.9340295791626,-12.4817428588867,372096,-8.48634910583496
61440,-39.7229423522949,-39.5177268981934,-13.9717378616333,-16.279354095459,-13.1031332015991,-12.7907066345215,374688,-8.24948883056641
61536,-39.3662605285645,-39.5755233764648,-13.9874715805054,-17.1928977966309,-13.3042650222778,-13.0268611907959,375264,-8.69029331207275
61632,-39.3789672851563,-39.5235977172852,-14.1368560791016,-17.3629188537598,-13.5454759597778,-13.2389612197876,375552,-9.67778301239014
61728,-39.3363494873047,-39.6798515319824,-14.5515804290771,-18.1544532775879,-13.7132234573364,-13.2888040542603,375936,-9.92198467254639
61824,-39.4938659667969,-39.6565933227539,-14.6562738418579,-18.6310043334961,-13.8241119384766,-13.9238796234131,376512,-10.1901473999023
61920,-39.4787673950195,-39.7298583984375,-15.1055908203125,-18.7863903045654,-14.072172164917,-14.941668510437,376800,-10.2734651565552
62016,-39.4673309326172,-39.5803604125977,-15.0408344268799,-18.8493957519531,-14.3148078918457,-15.0868940353394,377472,-10.1293821334839
62112,-39.580192565918,-39.5974426269531,-15.0298376083374,-19.0870418548584,-14.4723253250122,-15.136926651001,377664,-10.097017288208
62208,-39.4876251220703,-39.5254325866699,-15.2842254638672,-19.3122444152832,-14.5994634628296,-15.4784708023071,377952,-9.1223201751709
62304,-39.3997306823731,-39.6340560913086,-15.3898086547852,-19.4296283721924,-14.5692510604858,-15.7277603149414,379584,-8.77318000793457
62400,-39.4050941467285,-39.4985389709473,-15.3273344039917,-19.6585292816162,-14.8047132492065,-16.5135021209717,379968,-8.778076171875
62496,-39.4914779663086,-39.6533432006836,-14.9519033432007,-19.5125350952148,-15.0383043289185,-16.5962162017822,380736,-9.29638004302979
62592,-39.3392524719238,-39.4423217773438,-15.1509962081909,-19.5305194854736,-15.5904531478882,-16.5268135070801,380832,-9.16116142272949
62688,-39.1940574645996,-39.5349082946777,-15.5431203842163,-19.3601894378662,-15.20631980896,-16.7433528900147,381696,-9.21071815490723
62784,-39.2191123962402,-39.4865646362305,-15.865327835083,-19.0315608978272,-14.4242725372314,-16.7676849365234,382272,-9.2264575958252
62880,-39.4375114440918,-39.4367561340332,-15.8538808822632,-18.324670791626,-14.37721824646,-16.5004825592041,382368,-9.18262577056885
62976,-39.436279296875,-39.4650459289551,-16.0808963775635,-17.9435253143311,-14.0550670623779,-16.5143356323242,382464,-9.21908378601074
63072,-39.1638679504395,-39.3702163696289,-15.5472536087036,-17.5099296569824,-13.5967531204224,-16.4852714538574,382752,-9.21366596221924
63168,-38.9972343444824,-39.3860130310059,-15.5678663253784,-17.3621082305908,-13.2119693756104,-16.3608016967773,383328,-9.68797874450684
63264,-38.9015502929688,-39.3138732910156,-15.4448575973511,-17.238883972168,-13.06711769104,-16.2963695526123,384096,-9.81760501861572
63360,-38.9956588745117,-39.1435127258301,-14.8523778915405,-17.1679439544678,-12.9594812393188,-15.0120248794556,384864,-10.0651636123657
63456,-39.1277084350586,-39.1826019287109,-14.906361579895,-16.0287532806397,-12.5218143463135,-14.5612211227417,385248,-9.99843788146973
63552,-38.8799285888672,-39.1524543762207,-15.0562925338745,-15.1658067703247,-12.3190679550171,-14.7919445037842,385440,-9.9716386795044
63648,-39.0694198608398,-39.0209159851074,-14.8324699401855,-14.5754013061523,-12.1108064651489,-15.5450944900513,386304,-9.27646350860596
63744,-39.0002365112305,-38.9495658874512,-14.6302709579468,-13.9768753051758,-12.0258140563965,-15.6503381729126,386784,-8.85621643066406
63840,-38.9837341308594,-38.9656982421875,-14.3361263275146,-13.5860443115234,-11.9403676986694,-15.4036808013916,387360,-8.44620990753174
63936,-39.23095703125,-38.9279556274414,-14.8594331741333,-12.6131391525269,-11.7010707855225,-15.1474485397339,387936,-8.75960922241211
64032,-39.2393112182617,-38.8002014160156,-15.7027244567871,-12.7769479751587,-11.542350769043,-14.951958656311,388608,-8.68795871734619
64128,-39.2285423278809,-38.8068199157715,-16.3007049560547,-12.3462581634521,-11.5289306640625,-14.9938287734985,390336,-9.08251094818115
64224,-39.157096862793,-38.7346687316895,-16.7582969665527,-12.0227584838867,-11.4328393936157,-14.5876131057739,391872,-9.27183628082275
64320,-39.0371437072754,-38.8281784057617,-17.2169456481934,-12.0448312759399,-11.2421522140503,-13.9696655273438,391968,-9.45227336883545
64416,-39.0785446166992,-39.1050415039063,-17.1450595855713,-12.064829826355,-11.1148929595947,-13.6244029998779,392160,-9.47690868377686
64512,-38.8776512145996,-39.0969924926758,-17.2585735321045,-11.9331007003784,-11.1920013427734,-13.5834817886353,392544,-9.53972339630127
64608,-39.0232009887695,-38.9760589599609,-17.6453876495361,-11.7155342102051,-11.2947578430176,-13.3362579345703,392928,-9.08105850219727
64704,-39.0500640869141,-38.7725715637207,-17.9084606170654,-11.6721363067627,-11.3400735855103,-13.2460927963257,394560,-10.0391302108765
64800,-39.0974960327148,-38.7264976501465,-18.0950527191162,-11.565863609314,-11.0889205932617,-12.6806335449219,395136,-9.91893482208252
64896,-39.2195434570313,-38.7210884094238,-18.1924343109131,-11.3214855194092,-10.6113681793213,-12.7509641647339,395712,-10.0344400405884
64992,-39.1839065551758,-38.6319198608398,-18.8318996429443,-10.7031574249268,-9.86264991760254,-12.8440790176392,396000,-9.99536418914795
65088,-39.2860717773438,-38.643726348877,-19.0474681854248,-10.4911966323853,-9.8317928314209,-13.1434078216553,397728,-9.68400287628174
65184,-39.1271781921387,-38.5717964172363,-19.5019721984863,-10.119348526001,-9.7550048828125,-13.9141387939453,398112,-9.69192218780518
65280,-38.9942016601563,-38.4943656921387,-19.6153964996338,-10.0549116134644,-9.51870059967041,-13.5319414138794,398784,-9.5275764465332
65376,-38.9355926513672,-38.6915855407715,-19.4311676025391,-10.0247955322266,-9.62831401824951,-13.478572845459,399072,-9.49739074707031
65472,-39.2573089599609,-38.7363166809082,-18.9343357086182,-10.0985803604126,-9.47885894775391,-13.6366310119629,400128,-9.40793991088867
65568,-39.350154876709,-38.6330261230469,-18.9338283538818,-10.0585031509399,-9.33728790283203,-13.4755992889404,401088,-9.62322521209717
65664,-39.3121337890625,-38.6469383239746,-19.3084201812744,-10.0687627792358,-9.25282192230225,-13.4616765975952,401184,-9.62613487243652
65760,-39.3524513244629,-38.5806770324707,-19.6003322601318,-9.9962682723999,-9.27899074554443,-13.1877546310425,401472,-9.55966472625732
65856,-39.2855186462402,-38.5158348083496,-19.1222591400147,-9.98015880584717,-9.15865135192871,-13.1518774032593,402528,-9.17522239685059
65952,-39.5028381347656,-38.4470138549805,-19.0623188018799,-10.0717611312866,-9.10354614257813,-13.653021812439,403968,-8.3712043762207
66048,-39.3630752563477,-38.5009727478027,-18.8544902801514,-10.4240818023682,-9.28311824798584,-13.1332349777222,404064,-8.44887542724609
66144,-39.5450439453125,-38.5728721618652,-18.8334102630615,-10.3522748947144,-9.09324645996094,-13.189190864563,405312,-9.61917686462402
66240,-39.2600479125977,-38.7405700683594,-18.6086177825928,-10.4768295288086,-9.04934787750244,-13.402491569519,405888,-9.80649566650391
66336,-39.1160659790039,-38.729549407959,-18.1173858642578,-10.6090183258057,-8.97192764282227,-13.4493856430054,406080,-9.6792631149292
66432,-39.2421836853027,-38.9635200500488,-17.2046070098877,-10.1904487609863,-8.89254093170166,-13.4506664276123,406176,-9.70220470428467
66528,-39.0723381042481,-38.9617729187012,-16.2694530487061,-9.88808155059815,-8.80403804779053,-13.1863136291504,406752,-9.81099605560303
66624,-39.1326675415039,-39.1578330993652,-15.9078416824341,-9.88936519622803,-8.81706809997559,-13.2038154602051,407712,-9.38771438598633
66720,-39.2318878173828,-39.0350341796875,-15.2093935012817,-9.74964237213135,-8.97781181335449,-12.854076385498,408000,-9.70975589752197
66816,-39.1818618774414,-38.7502975463867,-15.3390083312988,-9.51425743103027,-9.03410720825195,-12.9572629928589,408192,-9.90091419219971
66912,-39.2735176086426,-38.6765975952148,-15.0888528823853,-9.64864444732666,-9.02682495117188,-13.0392904281616,408288,-9.7968692779541
67008,-39.2275314331055,-38.5988159179688,-14.4461002349854,-9.82877063751221,-8.80601024627686,-13.0312938690186,408384,-9.90635395050049
67104,-39.3804893493652,-38.9906005859375,-13.7064571380615,-9.7009449005127,-8.815505027771,-13.2240028381348,408768,-9.95129585266113
67200,-39.4030342102051,-38.8336601257324,-13.5622158050537,-9.61673164367676,-8.94687557220459,-13.2631759643555,409728,-9.66116333007813
67296,-39.3573532104492,-38.7484931945801,-13.4521369934082,-9.74839305877686,-9.02044868469238,-13.0273542404175,410976,-8.77570629119873
67392,-39.4752159118652,-38.8545303344727,-12.5951375961304,-9.78492641448975,-9.14977550506592,-13.1863832473755,411072,-8.80665302276611
67488,-39.3931579589844,-38.7367858886719,-11.8454809188843,-9.61252403259277,-9.24778175354004,-12.7925071716309,412704,-9.56005764007568
67584,-39.6205062866211,-38.8571090698242,-11.4187393188477,-9.56425857543945,-9.33716297149658,-11.9497690200806,413760,-8.98141002655029
67680,-39.4179382324219,-39.0189399719238,-11.247838973999,-9.6154727935791,-9.66797828674316,-11.8698167800903,414624,-9.07500267028809
67776,-39.1805458068848,-38.7701759338379,-11.0284290313721,-9.42114067077637,-9.7846040725708,-11.7931814193726,415104,-9.0756368637085
67872,-39.1528167724609,-38.783863067627,-11.0439939498901,-9.27242374420166,-9.79046726226807,-11.9855480194092,415584,-8.73314380645752
67968,-39.1190414428711,-38.8198699951172,-11.1870098114014,-9.28138732910156,-9.7913761138916,-11.9851760864258,416160,-8.75710582733154
68064,-39.1538734436035,-38.8153800964356,-10.6364374160767,-9.19506454467773,-9.76629734039307,-11.9103155136108,417024,-8.23776626586914
68160,-38.9610023498535,-38.8743858337402,-10.7644901275635,-9.35313606262207,-9.78021240234375,-12.0170001983643,417792,-8.41765403747559
68256,-39.2059555053711,-39.0039100646973,-10.6113634109497,-9.30273342132568,-9.97513580322266,-11.971118927002,418656,-9.34285259246826
68352,-39.0978507995606,-39.2713966369629,-10.3781862258911,-9.25638008117676,-10.0269317626953,-11.3287906646729,419712,-9.38444137573242
68448,-39.1423492431641,-39.2653198242188,-10.5529260635376,-8.99395847320557,-9.81688785552979,-11.3008308410645,420192,-9.36324787139893
68544,-39.2601852416992,-39.219856262207,-10.4985990524292,-9.0339879989624,-9.91165542602539,-11.3321704864502,420480,-8.7989673614502
68640,-39.3906440734863,-39.0351638793945,-10.4158697128296,-8.97831249237061,-10.0099992752075,-11.1423416137695,422016,-9.18826198577881
68736,-39.3703117370606,-39.1870002746582,-10.3822822570801,-8.8366756439209,-10.125602722168,-11.1641635894775,422784,-9.70611572265625
68832,-39.2794075012207,-39.2485046386719,-10.252649307251,-8.94913196563721,-10.0965032577515,-11.282114982605,423168,-9.83834171295166
68928,-39.442024230957,-39.153018951416,-10.1345176696777,-8.93419742584229,-10.0552787780762,-11.4058685302734,423456,-9.72813892364502
69024,-39.2979431152344,-39.0731506347656,-10.0994901657105,-8.75406837463379,-10.0159597396851,-11.6744289398193,423744,-9.68032836914063
69120,-39.1789970397949,-39.1003341674805,-10.0024175643921,-8.9021520614624,-9.89374351501465,-11.8609771728516,423840,-9.70164299011231
69216,-39.0079536437988,-39.2690925598145,-9.84418201446533,-8.9457540512085,-9.76275730133057,-12.7792854309082,424608,-9.58102798461914
69312,-38.9853439331055,-39.2737503051758,-9.82615184783936,-9.05135345458984,-9.42012882232666,-12.682710647583,424800,-9.54113101959229
69408,-38.9072418212891,-39.5564002990723,-9.85519027709961,-9.26999568939209,-9.45821571350098,-12.667046546936,425856,-9.40664672851563
69504,-38.9289855957031,-39.2836570739746,-9.8618049621582,-9.4027910232544,-9.40605926513672,-12.4659023284912,426624,-9.11425018310547
69600,-38.974552154541,-39.4450492858887,-9.72136974334717,-9.36473655700684,-9.22857189178467,-12.3984003067017,427680,-10.0527801513672
69696,-39.0918006896973,-39.5461158752441,-9.64822101593018,-9.34803867340088,-9.11466407775879,-12.7003221511841,428064,-9.76947021484375
69792,-38.7981758117676,-39.4378433227539,-9.5801248550415,-9.42178916931152,-9.02836513519287,-12.3408203125,428832,-9.3705940246582
69888,-38.8091125488281,-39.5439300537109,-9.57959651947022,-9.45512866973877,-8.90022373199463,-12.2179288864136,431040,-9.18558216094971
69984,-38.7028694152832,-39.4918174743652,-9.25100803375244,-9.6199836730957,-8.91306781768799,-12.8748655319214,431616,-10.0814008712769
70080,-38.9364204406738,-39.3657073974609,-9.30798625946045,-9.67935085296631,-8.66759014129639,-13.1588802337646,432000,-9.79455089569092
70176,-39.07958984375,-39.5099906921387,-9.64086818695068,-10.2419509887695,-9.1505012512207,-13.1083402633667,433440,-9.16230201721191
70272,-39.0949478149414,-39.6203651428223,-9.79379844665527,-10.7547035217285,-9.46895217895508,-12.9863290786743,434016,-8.0407886505127
70368,-38.9409904479981,-39.6206245422363,-9.46608638763428,-11.1215085983276,-9.90325450897217,-13.0823392868042,434304,-8.23413276672363
70464,-38.9710807800293,-39.7619972229004,-9.52213382720947,-11.4168310165405,-10.4029779434204,-13.3213510513306,434496,-8.47650337219238
70560,-39.0193557739258,-39.7041473388672,-9.24090099334717,-11.6399230957031,-10.8281488418579,-13.4837589263916,435168,-8.56444072723389
70656,-38.7340278625488,-39.6544418334961,-9.4173526763916,-12.4593877792358,-10.9126377105713,-13.7891483306885,435456,-8.95288753509522
70752,-38.6907958984375,-39.3317909240723,-9.92477893829346,-12.7612590789795,-10.9254932403564,-13.8276834487915,435840,-9.06163787841797
70848,-38.9102821350098,-39.2045402526856,-10.032322883606,-12.9062919616699,-11.2600774765015,-14.181902885437,436224,-9.52876091003418
70944,-38.9534759521484,-39.0059318542481,-10.6542959213257,-13.010160446167,-11.7886657714844,-14.0404167175293,436320,-9.74663352966309
71040,-39.0533027648926,-39.157356262207,-11.1360807418823,-13.022180557251,-12.2185182571411,-14.3904695510864,436416,-9.8239336013794
71136,-39.1068572998047,-39.1055793762207,-11.6442413330078,-13.2147731781006,-12.3605766296387,-14.4354496002197,436608,-9.97835540771484
71232,-38.9717330932617,-39.0106658935547,-12.0588932037354,-13.4177236557007,-12.4260225296021,-14.9516468048096,437856,-9.91086101531982
71328,-39.0618095397949,-39.03173828125,-12.2765827178955,-13.8276252746582,-12.6755056381226,-15.2868661880493,438048,-9.98058700561523
71424,-39.0940742492676,-38.9862861633301,-12.5447034835815,-14.0651922225952,-12.8389253616333,-14.7235813140869,438240,-10.1419162750244
71520,-39.1115417480469,-39.1302833557129,-13.1324987411499,-13.9829874038696,-12.7803897857666,-14.5110559463501,438624,-9.84359169006348
71616,-39.3558578491211,-38.9064636230469,-13.5763626098633,-14.0140838623047,-12.7620973587036,-13.7769889831543,438912,-9.8364725112915
71712,-39.4735450744629,-38.8293685913086,-14.2868423461914,-13.8404264450073,-12.9059810638428,-13.820707321167,439008,-9.56298446655273
71808,-39.7322235107422,-38.8232612609863,-14.5117025375366,-13.6763715744019,-12.9686737060547,-13.944507598877,439200,-9.60526943206787
72000,-39.5631637573242,-38.9519386291504,-14.9883584976196,-14.050422668457,-13.2678670883179,-13.6303758621216,439968,-9.2069034576416
72096,-39.4369812011719,-39.0301895141602,-15.1946039199829,-14.1438131332397,-13.6279172897339,-13.4592485427856,440928,-9.39992427825928
72192,-39.1653785705566,-39.2818145751953,-15.2238006591797,-14.4664754867554,-13.7244443893433,-13.7599267959595,442272,-9.62404823303223
72288,-39.5180702209473,-39.1008720397949,-15.533576965332,-14.6250438690186,-13.7830820083618,-13.8606977462769,442560,-9.55549812316895
72384,-39.5717658996582,-38.9705352783203,-15.8209114074707,-14.5768413543701,-13.8332738876343,-13.3042459487915,442848,-9.36598968505859
72480,-39.5392036437988,-39.0451278686523,-15.9627237319946,-14.7593412399292,-13.8442487716675,-13.3666667938232,444480,-9.12581253051758
72576,-39.5266151428223,-38.9548187255859,-15.6050796508789,-14.2573213577271,-13.1513004302979,-13.7779884338379,445920,-9.90113353729248
72672,-39.561206817627,-38.8319244384766,-15.6094512939453,-13.9851713180542,-12.8364849090576,-13.5885963439941,446400,-9.78175067901611
72768,-39.4784698486328,-38.9160614013672,-15.6896266937256,-13.5892248153687,-12.3812017440796,-13.4913482666016,446496,-9.80877685546875
72864,-39.53857421875,-38.9366722106934,-15.920672416687,-13.370979309082,-11.9008550643921,-13.2749223709106,446880,-9.76094341278076
72960,-39.5932083129883,-38.9969940185547,-16.1712074279785,-13.3510990142822,-11.5285663604736,-13.0581216812134,447264,-9.37638378143311
73152,-39.7639923095703,-39.2658500671387,-16.1363334655762,-12.4804048538208,-11.2822818756104,-13.0557041168213,447360,-9.29794025421143
73248,-39.8744468688965,-39.3588333129883,-15.8440675735474,-12.4082288742065,-11.0581903457642,-12.7465496063232,447456,-9.28228378295898
73344,-40.1139106750488,-39.6339073181152,-15.3819789886475,-12.237850189209,-10.4416341781616,-12.9324607849121,447648,-9.28863906860352
73440,-39.8819732666016,-39.4583854675293,-15.2150726318359,-12.208703994751,-9.85184955596924,-12.4856586456299,448128,-9.44992351531982
73536,-39.6203231811523,-39.2967796325684,-14.9751825332642,-12.0371561050415,-9.88011932373047,-12.7267284393311,448224,-9.45045948028565
73632,-39.6488304138184,-39.4660682678223,-14.6464672088623,-11.7724704742432,-9.88622570037842,-12.2764739990234,449184,-10.3929109573364
73728,-39.7659149169922,-39.4587898254395,-14.5835371017456,-11.3793840408325,-9.69197845458984,-12.0951366424561,449952,-10.2380151748657
73824,-39.9755783081055,-39.3943634033203,-14.2831020355225,-11.333794593811,-9.51777744293213,-12.2851619720459,450336,-9.97743034362793
73920,-40.0040397644043,-39.203311920166,-13.9604921340942,-11.3382978439331,-9.63851070404053,-12.3980674743652,450528,-10.1031951904297
74016,-40.1634635925293,-39.3308868408203,-13.8655757904053,-11.2676191329956,-9.67468166351318,-12.2637701034546,451104,-9.48977088928223
74112,-40.1906204223633,-39.563663482666,-13.2336263656616,-11.2415103912354,-9.56093120574951,-12.3587036132813,451872,-8.84822940826416
74208,-40.2666091918945,-39.5432243347168,-12.9730415344238,-11.274395942688,-9.50809764862061,-12.3531847000122,451968,-8.89346790313721
74304,-40.0442314147949,-39.4938011169434,-13.3039331436157,-11.1316890716553,-9.42634868621826,-12.4902877807617,452544,-9.05436420440674
74400,-39.9708862304688,-39.5805778503418,-13.2874450683594,-11.0329685211182,-9.47638511657715,-12.5472183227539,452832,-9.19614124298096
74496,-39.9703407287598,-39.6259498596191,-13.5174875259399,-10.969783782959,-9.33861255645752,-12.4062976837158,453600,-8.5553731918335
74592,-40.126880645752,-39.4644546508789,-14.8961133956909,-10.5872983932495,-9.30449104309082,-12.3495273590088,454176,-8.23212146759033
74688,-40.1068840026856,-39.5897750854492,-15.5152635574341,-10.5964498519897,-9.23918437957764,-12.4065914154053,454464,-7.9139838218689
74784,-39.8380508422852,-39.7642135620117,-16.0648612976074,-10.8203210830688,-9.17034721374512,-12.4083471298218,454560,-7.74821090698242
74880,-39.7860488891602,-39.8526344299316,-15.822455406189,-10.6863870620728,-9.12656974792481,-12.2341184616089,454848,-7.53813123703003
74976,-39.9989776611328,-39.756519317627,-15.7150201797485,-10.7378578186035,-9.20507335662842,-13.4496011734009,456576,-8.84097576141357
75072,-39.8176231384277,-39.8267822265625,-15.6450567245483,-10.5602827072144,-9.29011631011963,-13.5825357437134,456960,-8.76080989837647
75168,-39.8298377990723,-39.645679473877,-15.7053756713867,-10.5881175994873,-9.37510395050049,-13.743724822998,457632,-8.80138683319092
75264,-39.8645210266113,-39.5185546875,-15.7421531677246,-10.5689754486084,-9.43861865997315,-13.883355140686,458208,-9.00646114349365
75456,-39.9067535400391,-39.3692474365234,-15.4476022720337,-10.0473756790161,-9.42129516601563,-13.7731533050537,458592,-8.33920478820801
75552,-39.9502716064453,-39.3202247619629,-15.1368560791016,-9.85310935974121,-9.17338562011719,-13.65807056427,458688,-8.38381576538086
75648,-39.8039703369141,-39.22021484375,-15.1595544815063,-9.8233699798584,-9.12937355041504,-13.5377025604248,458976,-8.24891376495361
75744,-39.6996421813965,-39.1446647644043,-15.0789089202881,-9.73585224151611,-9.12508487701416,-13.4319944381714,459936,-8.24374675750732
75840,-39.6867980957031,-39.2939834594727,-14.7989597320557,-9.94638156890869,-9.37650585174561,-13.4556446075439,460704,-8.16813278198242
75936,-39.6571006774902,-39.307975769043,-14.7285385131836,-9.87335586547852,-9.24227046966553,-13.2383031845093,461280,-8.23574638366699
76032,-39.7407531738281,-39.1086845397949,-14.6331815719605,-9.77385711669922,-9.1627950668335,-13.0879249572754,461568,-8.72725868225098
76128,-39.860897064209,-39.1460571289063,-15.0530548095703,-9.70391845703125,-9.21627712249756,-13.0666570663452,461856,-8.88923740386963
76224,-39.8559074401856,-39.3562545776367,-14.9397659301758,-9.45482063293457,-9.19339370727539,-12.9909362792969,462048,-8.8920783996582
76320,-39.656421661377,-39.2716522216797,-14.7279825210571,-9.44400691986084,-9.23483371734619,-13.4804811477661,462240,-9.41168212890625
76416,-39.2927703857422,-39.3273429870606,-14.4670686721802,-9.42457008361816,-9.41420936584473,-14.063009262085,463776,-9.44357776641846
76512,-39.2529067993164,-39.2856483459473,-14.4464416503906,-9.53512859344482,-9.42777156829834,-13.8201341629028,463968,-9.18670082092285
76608,-39.2875480651856,-39.2550849914551,-14.5623998641968,-9.29856777191162,-9.32535362243652,-13.7186594009399,464160,-9.20894813537598
76704,-39.1893692016602,-39.3213996887207,-14.430627822876,-9.23533153533936,-9.28756237030029,-13.6210050582886,464256,-9.16339015960693
76800,-39.355411529541,-39.1078567504883,-14.3361225128174,-9.10000324249268,-9.10687637329102,-13.5735120773315,464352,-9.19848442077637
76896,-39.35693359375,-38.8928031921387,-13.9402122497559,-9.12308883666992,-8.94167423248291,-13.6366262435913,465024,-8.59064865112305
76992,-39.3052711486816,-39.046443939209,-12.7212400436401,-9.09577655792236,-9.1122636795044,-13.5755624771118,465120,-8.70983791351318
77088,-39.3689002990723,-39.2163314819336,-11.7956838607788,-8.91276836395264,-9.19440650939941,-13.5608558654785,466848,-9.21818447113037
77184,-39.4581031799316,-39.1701850891113,-11.1008205413818,-8.60266304016113,-9.16342258453369,-13.5897130966187,467136,-9.25579929351807
77280,-39.6375122070313,-39.1469612121582,-11.1547269821167,-8.46164035797119,-9.18261337280273,-13.5113801956177,468768,-9.89779567718506
77376,-39.7926216125488,-39.275577545166,-11.2839317321777,-8.41665840148926,-9.11473560333252,-12.028787612915,470016,-9.42035865783691
77472,-39.5112495422363,-39.2124748229981,-11.4667301177979,-8.37122440338135,-9.09227180480957,-11.8422241210938,471264,-8.99762630462647
77568,-39.485466003418,-39.3750076293945,-11.2680702209473,-8.35062980651856,-9.24619102478027,-11.8073835372925,471456,-9.08009719848633
77664,-39.4305152893066,-39.421070098877,-11.0309228897095,-8.41192626953125,-9.29702281951904,-11.8922386169434,473280,-8.79179191589356
77760,-39.470142364502,-39.5471115112305,-10.8490791320801,-8.45340061187744,-9.34294033050537,-11.7927474975586,473664,-9.14027500152588
77856,-39.6229438781738,-39.5453453063965,-10.942455291748,-8.52849960327148,-9.32617664337158,-11.9866533279419,474336,-9.96658992767334
77952,-39.5134429931641,-39.4470176696777,-11.2319259643555,-8.59857273101807,-9.26282024383545,-12.2958288192749,474720,-10.094705581665
78048,-39.5428810119629,-39.3699188232422,-11.1795883178711,-8.49128723144531,-9.30373287200928,-12.2555160522461,475200,-10.0750322341919
78144,-39.5703735351563,-39.3010444641113,-11.1553316116333,-8.55179405212402,-9.37452507019043,-12.2190504074097,477984,-8.87730884552002
78240,-39.4487113952637,-39.1563301086426,-11.2946376800537,-8.23446273803711,-9.35765647888184,-12.1705446243286,478176,-9.31863403320313
78336,-39.4450988769531,-39.356575012207,-11.8111982345581,-8.28819751739502,-9.46227931976318,-11.9637317657471,479136,-9.38758087158203
78432,-39.4394187927246,-39.5193328857422,-11.983962059021,-8.30413341522217,-9.60492134094238,-11.9239311218262,479232,-9.35396480560303
78528,-39.1977806091309,-39.5439643859863,-11.8562660217285,-8.33653354644775,-9.46033000946045,-11.8452949523926,482304,-9.32972621917725
78624,-38.9488716125488,-39.3877029418945,-11.9098796844482,-8.54410362243652,-9.54120254516602,-11.9511346817017,484608,-8.58095264434815
