Step,dqn_gnn_noas_ts_100k,dqn_gnn_noas_bounds_ts_100k,dqn_mlp_as_ts_100k,dqn_mlp_noas_nobounds_no_feat_extr_ts_100k,dqn_mlp_noas_nobounds_ts_100k,dqn_mlp_noas_ts_100k,Step_for_mn,dqn_mlp_as_ts_1mn,Steps,dqn_gnn_fe_plus_net_arch,dqn_gnn_single_policy,dqn_gnn_fe_load_profile_1,dqn_gnn_sp_load_1
51936,-38.2938423156738,-39.0214080810547,-14.9100303649902,-16.1884326934814,-16.0896816253662,-14.5700254440308,323136,-7.98277616500855,150624,-9.27960205078125,-8.47182655334473,-14.5137939453125,-14.693621635437
52032,-38.2271575927734,-38.8279685974121,-15.1316499710083,-15.9372224807739,-16.4432888031006,-14.7334766387939,323616,-8.02443599700928,150912,-9.70161533355713,-8.88486385345459,-14.2751235961914,-14.7747449874878
52128,-38.3818016052246,-38.9352645874023,-15.176703453064,-16.0099391937256,-16.5932025909424,-15.344409942627,323808,-8.31991672515869,151008,-9.8356819152832,-8.95256900787354,-14.2127542495728,-14.7763347625732
52224,-38.5667724609375,-39.2174110412598,-15.3267126083374,-16.0682926177979,-16.8827590942383,-15.5212898254395,324000,-8.47356700897217,151104,-9.81791973114014,-9.05062866210938,-14.0873556137085,-14.6373929977417
52320,-38.560661315918,-39.1571731567383,-15.6481733322144,-16.2562408447266,-16.9790744781494,-16.2238388061523,324288,-8.55971431732178,151392,-10.0596952438355,-9.32068061828613,-14.2903928756714,-13.9586448669434
52416,-38.5546455383301,-39.2548027038574,-15.7606792449951,-16.3356494903564,-17.0029163360596,-16.3079261779785,324480,-8.58244705200195,151776,-10.143946647644,-9.37901306152344,-14.0818176269531,-13.6610069274902
52512,-38.4765510559082,-39.4593811035156,-16.3244762420654,-15.6905651092529,-17.280122756958,-16.7993183135986,324960,-8.81173419952393,152256,-10.6114902496338,-9.77747821807861,-13.9682102203369,-13.4536504745483
52608,-38.6040229797363,-39.6592216491699,-16.5522918701172,-15.1566934585571,-16.6535949707031,-16.6114635467529,325056,-8.90326881408691,153216,-10.2167854309082,-10.289605140686,-14.5351152420044,-13.1546649932861
52704,-38.3481254577637,-39.6108360290527,-16.3604068756104,-15.0212688446045,-16.1666355133057,-16.5497779846191,325824,-8.99069690704346,153312,-10.3159990310669,-10.4326496124268,-14.3623828887939,-13.5839614868164
52800,-38.1940956115723,-39.5196151733398,-16.1488780975342,-14.8524389266968,-15.7282638549805,-16.1224098205566,325920,-9.1796875,153408,-10.3009872436523,-10.3351545333862,-14.4948244094849,-14.8297271728516
52896,-38.3325843811035,-39.166618347168,-16.1594505310059,-14.2062387466431,-15.2427577972412,-15.8483419418335,326880,-9.29458236694336,153792,-10.2168779373169,-10.1030492782593,-13.6209363937378,-14.7261028289795
52992,-38.494140625,-39.2637901306152,-16.2233257293701,-13.40673828125,-14.8394975662231,-15.8215665817261,327264,-9.19390869140625,153888,-10.1336116790771,-10.1351737976074,-13.3531227111816,-14.699164390564
53088,-38.4436988830566,-39.4822731018066,-16.4184551239014,-13.2690677642822,-14.620903968811,-16.0215377807617,328224,-9.31604480743408,153984,-10.111029624939,-10.0810470581055,-13.5955696105957,-14.7129011154175
53184,-38.5757675170898,-39.3707809448242,-15.9135437011719,-12.9577264785767,-14.3625164031982,-15.5122423171997,328608,-9.14447975158691,154752,-10.4529905319214,-9.62168312072754,-13.3839540481567,-15.5360088348389
53280,-38.6604347229004,-39.2640190124512,-15.8994989395142,-12.6105737686157,-13.9721660614014,-15.3822803497314,328992,-9.49430179595947,156000,-11.0656566619873,-9.89904880523682,-13.4398565292358,-15.2967176437378
53376,-38.6940040588379,-39.2881584167481,-16.1910266876221,-12.4910078048706,-13.6824064254761,-15.0589733123779,329760,-8.99365711212158,156288,-11.3400287628174,-9.60416221618652,-13.1930599212646,-14.4320096969605
53472,-38.5249633789063,-39.5123825073242,-16.2683658599854,-12.4086980819702,-13.1323986053467,-14.532525062561,330240,-8.97988128662109,156672,-11.4600963592529,-9.92961406707764,-13.2838296890259,-14.7489461898804
53568,-38.729736328125,-39.5866317749023,-15.9980440139771,-12.4395885467529,-12.8570537567139,-14.6452617645264,331680,-8.97547912597656,157056,-11.0979051589966,-10.1445941925049,-13.7162971496582,-16.0219783782959
53664,-38.5890731811523,-39.9906463623047,-15.936279296875,-12.2998399734497,-12.544246673584,-14.6268653869629,331776,-8.97542953491211,157248,-11.1209058761597,-10.0703773498535,-13.9181241989136,-16.7152156829834
53760,-38.6740303039551,-40.2878799438477,-16.4133586883545,-12.0670528411865,-12.2584829330444,-14.5234203338623,332352,-8.84046936035156,157536,-9.93376445770264,-9.80600166320801,-13.8079433441162,-17.0550346374512
53856,-38.765193939209,-40.2431678771973,-17.0010299682617,-12.2167673110962,-12.1009817123413,-14.6784811019897,333024,-9.07158374786377,157632,-9.89879989624023,-9.67815113067627,-14.0099992752075,-17.3339424133301
53952,-38.8106269836426,-40.1773948669434,-17.0636596679688,-12.0277032852173,-11.9834718704224,-14.9231071472168,333408,-9.04009056091309,158112,-9.96655464172363,-9.61460018157959,-14.5107307434082,-17.4936256408691
54048,-38.9334106445313,-39.9900016784668,-16.7117233276367,-11.8798360824585,-11.8453226089478,-14.9253759384155,334368,-8.61471271514893,158208,-9.96013069152832,-9.97147083282471,-14.5993852615356,-17.9457912445068
54144,-39.0294380187988,-40.0143775939941,-16.6264057159424,-11.2274675369263,-11.6219959259033,-14.4397640228271,334464,-8.66922283172607,158592,-9.81947612762451,-10.0486469268799,-14.3071269989014,-18.2289142608643
54240,-38.943489074707,-39.9091987609863,-17.703914642334,-10.9801950454712,-11.3006963729858,-14.3285140991211,334560,-8.71056842803955,158784,-9.84862613677979,-10.0948896408081,-14.49769115448,-18.0951862335205
54336,-39.0625038146973,-39.8831024169922,-18.1078929901123,-10.9616928100586,-11.1029424667358,-14.1914625167847,334656,-8.96413040161133,158880,-10.001088142395,-10.1041307449341,-15.0003614425659,-17.2377033233643
54432,-39.2355422973633,-39.9076118469238,-17.9520606994629,-11.0063390731812,-10.8267822265625,-14.2011632919312,335232,-8.90073204040527,159072,-9.74531555175781,-9.66633224487305,-15.3419551849365,-17.274507522583
54528,-39.2350158691406,-39.8390998840332,-17.8531799316406,-10.9176836013794,-10.6105108261108,-13.5085725784302,335424,-8.67724609375,159648,-10.0906200408936,-9.46607303619385,-15.5930461883545,-17.4003067016602
54624,-39.0647087097168,-39.8086242675781,-17.979419708252,-10.9131269454956,-10.3497619628906,-13.317684173584,335712,-8.83383750915527,160032,-10.1223669052124,-9.56631088256836,-15.9101495742798,-17.5696067810059
54720,-39.1194725036621,-39.8084144592285,-17.7764530181885,-10.7847080230713,-10.1995620727539,-12.6982488632202,336000,-9.14375591278076,160416,-10.2501192092896,-9.59361934661865,-16.077938079834,-17.387866973877
54816,-39.1510200500488,-39.7234725952148,-17.7236175537109,-10.6295127868652,-10.0231809616089,-12.7596426010132,336096,-9.14379501342773,160800,-10.6066341400146,-9.27721118927002,-15.9399347305298,-17.4587669372559
54912,-39.0721626281738,-39.6362113952637,-17.479471206665,-10.408618927002,-9.44959449768066,-13.002121925354,336384,-8.80647373199463,161088,-11.5899219512939,-9.79320907592773,-16.1057167053223,-17.4278163909912
55008,-39.0829544067383,-39.5043983459473,-17.2931060791016,-10.6817045211792,-9.36197185516357,-14.1512966156006,337440,-8.71311378479004,161280,-11.4603328704834,-10.123966217041,-15.3109912872314,-17.3671131134033
55104,-39.2806816101074,-39.553897857666,-17.5503311157227,-10.5769634246826,-9.27400398254395,-14.3796319961548,338592,-9.09021854400635,161856,-11.1209506988525,-10.1479301452637,-15.2299003601074,-17.0718097686768
55200,-39.5937042236328,-39.498950958252,-17.343578338623,-10.3890085220337,-9.1950273513794,-14.2501335144043,339456,-9.35352611541748,161952,-11.1351947784424,-10.213583946228,-15.0821666717529,-16.1739158630371
55296,-39.3693733215332,-39.6555595397949,-17.1711826324463,-10.2587175369263,-9.11135292053223,-14.5067052841187,339552,-9.49562549591065,162048,-11.0731992721558,-10.4909343719482,-15.3284473419189,-16.1142234802246
55392,-39.3587379455566,-39.5248336791992,-17.2566661834717,-10.2006139755249,-8.99379444122315,-14.8646535873413,340032,-9.61227035522461,162144,-11.1001844406128,-10.6754293441772,-16.021764755249,-16.366792678833
55488,-39.3896102905273,-39.4674758911133,-17.236608505249,-9.7871904373169,-8.86114311218262,-14.9909286499023,340320,-9.74985980987549,162624,-10.944052696228,-11.2424726486206,-16.365608215332,-17.3229637145996
55584,-39.3647766113281,-39.3701019287109,-17.5191745758057,-9.79589462280273,-8.79633331298828,-15.0313777923584,340896,-9.17103385925293,162720,-10.8461170196533,-11.2524909973145,-16.727746963501,-17.086893081665
55680,-39.4530410766602,-39.2878952026367,-17.3040390014648,-9.94216918945313,-8.77874374389648,-14.9051475524902,341280,-8.98367977142334,162816,-10.7599477767944,-11.2151660919189,-17.0034923553467,-17.0396499633789
55776,-39.7320213317871,-39.327507019043,-17.0839061737061,-9.79301643371582,-8.73452472686768,-15.0629901885986,341664,-8.86431503295898,163488,-9.69792079925537,-10.1364841461182,-17.2897396087647,-17.0847091674805
55968,-39.9646034240723,-39.1621856689453,-16.7373218536377,-9.63657951354981,-8.52855587005615,-15.0377368927002,342432,-8.38304042816162,163680,-9.72032356262207,-9.7669734954834,-17.1829776763916,-16.0753021240234
56160,-39.7852973937988,-38.9561958312988,-16.5270442962647,-9.2962121963501,-8.55236911773682,-15.6422109603882,342720,-8.19064140319824,163968,-9.64591121673584,-9.87893581390381,-17.5526466369629,-15.6421756744385
56256,-40.0634422302246,-38.907527923584,-15.5648374557495,-8.98509025573731,-8.53537368774414,-15.4543104171753,343296,-8.0100212097168,164160,-9.85393047332764,-10.0796957015991,-17.5995121002197,-15.5436973571777
56352,-40.0580825805664,-38.8481216430664,-15.298059463501,-9.02140235900879,-8.49869251251221,-15.5882654190063,343392,-7.98706531524658,164256,-9.83717727661133,-10.000431060791,-17.2972068786621,-15.983286857605
56448,-40.0118942260742,-38.9720993041992,-14.8657493591309,-8.99296951293945,-8.41220474243164,-15.6294631958008,344160,-8.28047180175781,164352,-9.7863359451294,-9.7934045791626,-17.5458889007568,-15.7833108901978
56544,-40.1761131286621,-39.0378227233887,-14.3610906600952,-8.9213457107544,-8.48210048675537,-15.6573925018311,344448,-8.76024341583252,164448,-9.65142250061035,-9.62978839874268,-17.5587043762207,-15.6207008361816
56640,-40.1054496765137,-39.2926445007324,-13.1620311737061,-8.79404354095459,-8.41447830200195,-15.3490371704102,344544,-8.79515838623047,165024,-9.61638164520264,-9.68764209747315,-17.6209907531738,-15.7958602905273
56736,-40.1294708251953,-39.2126579284668,-12.9761028289795,-8.87075328826904,-8.28580665588379,-15.3890419006348,345696,-8.95568466186523,165408,-10.2544288635254,-10.2170324325562,-17.2235717773438,-15.7518835067749
56832,-40.3339538574219,-38.9870948791504,-13.1208114624023,-8.8451509475708,-8.15083503723145,-15.3753070831299,346944,-8.47817611694336,165504,-10.8453493118286,-10.1212978363037,-17.6200771331787,-15.8412809371948
56928,-40.4260101318359,-38.8321380615234,-13.1580047607422,-9.02252864837647,-8.17912006378174,-15.3097515106201,347040,-8.46285152435303,165600,-10.9926414489746,-10.0650339126587,-17.4308452606201,-15.9793071746826
57024,-40.4315986633301,-38.8437805175781,-12.7526473999023,-9.0117769241333,-8.08373928070068,-15.3205013275146,347136,-8.59859371185303,165696,-10.7631912231445,-10.0944471359253,-18.037073135376,-15.8382978439331
57120,-40.3685264587402,-38.6643180847168,-12.6368360519409,-9.03356170654297,-8.0830659866333,-15.6540069580078,347232,-8.58988571166992,166176,-10.8721408843994,-10.3974704742432,-17.9006958007813,-15.6783218383789
57216,-40.3431663513184,-38.6894226074219,-12.6108560562134,-9.21918869018555,-8.18692970275879,-15.3861408233643,348576,-9.17109489440918,166944,-10.7275323867798,-10.796483039856,-17.7376136779785,-15.9694595336914
57312,-40.274356842041,-38.5559768676758,-12.4691047668457,-9.21591854095459,-8.24568939208984,-14.567798614502,350880,-9.25851440429688,167040,-10.646523475647,-10.996561050415,-17.5377674102783,-16.1562042236328
57408,-40.3812713623047,-38.5656127929688,-12.4458684921265,-8.77588081359863,-8.25530242919922,-14.0271511077881,351168,-8.94196224212647,167424,-10.7058477401733,-10.167405128479,-17.501049041748,-16.0997505187988
57504,-40.5357513427734,-38.5938186645508,-12.0957012176514,-8.88214111328125,-8.22404289245606,-14.0448026657105,351360,-8.7112455368042,167616,-10.5112323760986,-9.94736194610596,-17.7256126403809,-16.53542137146
57600,-40.4612579345703,-38.7747344970703,-12.0536575317383,-8.82024478912354,-8.32801246643066,-14.2635326385498,351552,-8.64890575408936,168096,-9.51002502441406,-9.93709373474121,-17.7377510070801,-16.2978038787842
57696,-40.4709434509277,-38.6672630310059,-12.0259094238281,-8.77516078948975,-8.47008419036865,-13.9684362411499,351840,-8.47509002685547,168384,-9.28354263305664,-10.083384513855,-17.7701835632324,-16.3918361663818
57792,-40.4238357543945,-38.6246337890625,-11.6598119735718,-8.94656276702881,-8.41304969787598,-13.760181427002,352224,-8.38062286376953,168480,-9.30508232116699,-10.0641174316406,-17.1780414581299,-16.4644336700439
57888,-40.5077095031738,-38.4217491149902,-11.7229423522949,-8.87162208557129,-8.39065551757813,-13.4193592071533,352512,-8.5167407989502,169536,-9.43439674377441,-9.47757148742676,-16.1699657440186,-15.6262063980103
57984,-40.3311805725098,-38.5030784606934,-11.3795948028564,-8.68421936035156,-8.39981746673584,-13.7048864364624,352608,-8.50134372711182,170496,-9.42885303497315,-9.52337455749512,-15.5951633453369,-14.9868974685669
58080,-40.298210144043,-38.6537475585938,-11.535228729248,-8.5731725692749,-8.37626934051514,-13.5777988433838,354336,-9.20757102966309,170688,-9.4841365814209,-9.351881980896,-15.3884754180908,-15.5864229202271
58176,-40.2037086486816,-38.5468292236328,-11.2966928482056,-8.48705387115479,-8.28755283355713,-13.3592987060547,355296,-8.76629066467285,170976,-10.2225503921509,-9.21946334838867,-15.0045413970947,-15.9559669494629
58272,-40.2007217407227,-38.6298828125,-11.3559188842773,-8.48960876464844,-8.29462337493897,-13.3185977935791,355968,-8.50743007659912,171360,-10.5982837677002,-9.18418884277344,-14.7448844909668,-15.6445236206055
58368,-39.9460296630859,-38.6232414245606,-11.4496202468872,-8.42563152313232,-8.27254772186279,-12.8591527938843,356448,-8.78057479858398,171456,-10.3125944137573,-9.37324523925781,-14.6991987228394,-16.6973323822022
58464,-39.8827323913574,-38.6286354064941,-11.3051462173462,-8.52323246002197,-8.15781784057617,-12.2796821594238,356928,-8.68212890625,171552,-10.1415023803711,-9.49359035491943,-14.7435541152954,-16.5261726379395
58560,-40.0515098571777,-38.7393341064453,-10.8794841766357,-8.47202110290527,-8.24425983428955,-12.0763988494873,357024,-8.74131584167481,171840,-10.5852088928223,-9.7972526550293,-14.100790977478,-16.6041564941406
58656,-39.8411178588867,-38.9599342346191,-10.7391033172607,-8.53413581848145,-8.30575752258301,-12.0737209320068,357312,-8.42531871795654,172128,-10.8504095077515,-10.0001287460327,-13.5132694244385,-16.3902854919434
58752,-39.8283882141113,-39.0558280944824,-10.5876379013062,-8.61930847167969,-8.34411334991455,-11.5810546875,358368,-8.59141826629639,172512,-10.4969310760498,-10.0651025772095,-13.3060312271118,-15.9731922149658
58848,-39.8461761474609,-38.9480400085449,-10.4450998306274,-8.72288036346436,-8.48223209381104,-11.2605228424072,358464,-8.83336162567139,172896,-10.9797458648682,-9.97921371459961,-12.8982954025269,-15.8018627166748
58944,-39.6703567504883,-38.8083419799805,-10.1382026672363,-8.85886287689209,-8.50291728973389,-11.1516370773315,359616,-9.02021408081055,173088,-11.0415277481079,-10.3397388458252,-13.1000356674194,-15.5708904266357
59040,-39.6606826782227,-38.7349433898926,-10.0137786865234,-8.9149227142334,-8.51761817932129,-11.1432571411133,359712,-9.11965656280518,173664,-10.5171880722046,-10.0794467926025,-12.9258270263672,-15.3941526412964
59136,-39.8566360473633,-38.7594871520996,-9.68296337127686,-8.90907382965088,-8.55286502838135,-11.0562105178833,359904,-9.2253532409668,173856,-10.4054279327393,-9.95577239990234,-12.8211498260498,-15.5075330734253
59232,-39.7354164123535,-38.8814353942871,-9.36119556427002,-9.02156162261963,-8.60349082946777,-10.9773550033569,360000,-9.18856430053711,174720,-10.1698789596558,-9.71024703979492,-12.034405708313,-16.3124752044678
59328,-39.6408538818359,-38.8166999816895,-9.23234748840332,-8.84115314483643,-8.54136848449707,-11.0085525512695,360288,-9.12812995910645,175104,-10.6793928146362,-9.57212066650391,-12.0571117401123,-17.1804389953613
59424,-39.5389137268066,-38.6652641296387,-9.20957279205322,-8.77934169769287,-8.55182361602783,-10.9992198944092,360384,-9.19802093505859,175392,-10.207667350769,-9.25151443481445,-11.1227331161499,-18.0019111633301
59520,-39.6928863525391,-38.7373313903809,-9.22486400604248,-8.7139253616333,-8.49178600311279,-10.6196823120117,360480,-9.26418113708496,175488,-10.2801876068115,-9.22292900085449,-10.9648580551147,-18.1317195892334
59616,-39.6786766052246,-38.7443351745606,-9.3988618850708,-8.77492809295654,-8.38245010375977,-10.838794708252,361152,-9.48630714416504,175680,-10.256386756897,-9.23391342163086,-11.0016431808472,-17.779613494873
59712,-39.6298522949219,-38.7805786132813,-9.34237670898438,-8.66337966918945,-8.44903087615967,-10.8224229812622,361344,-9.55238723754883,175776,-10.2476062774658,-9.19968128204346,-11.3151483535767,-17.845724105835
59808,-39.3842277526856,-38.9989242553711,-9.32348728179932,-8.60669040679932,-8.44135856628418,-10.0879650115967,362976,-9.19560050964356,175968,-9.78669929504395,-9.17324161529541,-11.3938827514648,-17.9929962158203
59904,-39.439136505127,-38.9416580200195,-9.65068054199219,-8.46904754638672,-8.42300415039063,-9.67886352539063,363168,-9.11992073059082,176352,-9.92788314819336,-9.18529605865479,-11.1832418441772,-17.4084320068359
60000,-39.4390411376953,-39.1087799072266,-9.84528255462647,-8.39757251739502,-8.32910633087158,-9.53527355194092,363264,-9.01889514923096,176544,-9.92210865020752,-9.13909435272217,-10.9773998260498,-17.29443359375
60096,-39.2705116271973,-38.9554061889648,-10.1604890823364,-8.71456336975098,-8.51226902008057,-9.64811515808106,363648,-8.68017864227295,177216,-9.92639923095703,-8.43220710754395,-11.2606506347656,-17.2184429168701
60192,-39.359001159668,-39.2121200561523,-10.1776866912842,-9.13837432861328,-8.65689563751221,-9.48740291595459,363936,-8.73473167419434,177312,-9.5236988067627,-8.3606014251709,-11.2121591567993,-16.9694747924805
60288,-39.5354080200195,-39.2695350646973,-9.99740314483643,-9.81173515319824,-9.13996982574463,-9.4576587677002,365568,-9.02964496612549,177408,-9.3952579498291,-8.30472564697266,-11.3492965698242,-16.8692264556885
60384,-39.7018127441406,-39.3722114562988,-9.97527408599854,-10.5909509658813,-9.93753814697266,-9.11246299743652,366144,-9.35367012023926,177504,-9.40849781036377,-8.33216857910156,-11.3663015365601,-17.1717338562012
60480,-39.634391784668,-39.3335266113281,-9.96862602233887,-11.4058656692505,-10.1036701202393,-9.85015296936035,367104,-8.97219562530518,177792,-9.67376327514648,-8.26048564910889,-11.7161769866943,-16.7611198425293
60576,-39.694278717041,-39.4661750793457,-10.1961345672607,-11.9595775604248,-10.4251937866211,-9.91390800476074,368640,-9.23678207397461,178656,-9.03770923614502,-8.15207481384277,-11.9785947799683,-16.8080234527588
60672,-39.6549758911133,-39.4237327575684,-10.7645998001099,-12.3890142440796,-11.1116065979004,-9.99858093261719,369504,-9.83767127990723,179136,-9.17638397216797,-8.55191135406494,-11.9375076293945,-16.564001083374
60768,-39.8376617431641,-39.417407989502,-10.8827419281006,-12.5708103179932,-11.6174430847168,-10.2678184509277,369696,-9.95571517944336,179232,-9.15622329711914,-8.55610275268555,-11.8811273574829,-16.75270652771
60864,-39.956916809082,-39.4230690002441,-11.2373447418213,-12.6866016387939,-11.855580329895,-10.4378232955933,369888,-9.60683727264404,179328,-9.09757614135742,-8.6840353012085,-12.6028909683228,-16.9642658233643
60960,-39.7489318847656,-39.4419136047363,-11.8369569778442,-12.8539867401123,-11.889666557312,-12.0064039230347,370368,-9.05851078033447,179712,-8.8062105178833,-9.06293296813965,-12.8471345901489,-16.7858867645264
61056,-39.6040191650391,-39.2670059204102,-12.3670473098755,-13.9800901412964,-12.4189472198486,-12.511887550354,370656,-8.84941005706787,179808,-9.14832019805908,-9.12757396697998,-12.9918823242188,-16.6722507476807
61152,-39.5953140258789,-39.2520637512207,-12.5687580108643,-14.8002319335938,-12.7031402587891,-12.4195404052734,371520,-8.75919151306152,180000,-9.08083057403565,-9.17908000946045,-13.0622987747192,-16.391185760498
61248,-39.4761085510254,-39.364372253418,-13.1380472183228,-15.1836137771606,-12.7663488388062,-12.4190998077393,371808,-8.53207874298096,180288,-9.23888683319092,-9.13699626922607,-13.6852493286133,-16.3829479217529
61344,-39.5315780639648,-39.5615463256836,-13.3709678649902,-15.8498554229736,-12.9340295791626,-12.4817428588867,372096,-8.48634910583496,180576,-9.2537317276001,-9.58614540100098,-13.9717712402344,-16.6725025177002
61440,-39.7229423522949,-39.5177268981934,-13.9717378616333,-16.279354095459,-13.1031332015991,-12.7907066345215,374688,-8.24948883056641,180864,-9.35657119750977,-9.7763147354126,-13.7934942245483,-16.7434825897217
61536,-39.3662605285645,-39.5755233764648,-13.9874715805054,-17.1928977966309,-13.3042650222778,-13.0268611907959,375264,-8.69029331207275,180960,-9.19710922241211,-9.88121128082275,-13.9481716156006,-16.5693626403809
61632,-39.3789672851563,-39.5235977172852,-14.1368560791016,-17.3629188537598,-13.5454759597778,-13.2389612197876,375552,-9.67778301239014,181152,-9.19970703125,-9.8040885925293,-14.1404848098755,-15.7163419723511
61728,-39.3363494873047,-39.6798515319824,-14.5515804290771,-18.1544532775879,-13.7132234573364,-13.2888040542603,375936,-9.92198467254639,181344,-9.1382474899292,-9.51981925964356,-14.4193572998047,-14.8096733093262
61824,-39.4938659667969,-39.6565933227539,-14.6562738418579,-18.6310043334961,-13.8241119384766,-13.9238796234131,376512,-10.1901473999023,181536,-8.96483421325684,-9.49507904052734,-14.7948665618896,-14.3596181869507
61920,-39.4787673950195,-39.7298583984375,-15.1055908203125,-18.7863903045654,-14.072172164917,-14.941668510437,376800,-10.2734651565552,182016,-8.89279270172119,-9.30418872833252,-14.6938533782959,-14.42897605896
62016,-39.4673309326172,-39.5803604125977,-15.0408344268799,-18.8493957519531,-14.3148078918457,-15.0868940353394,377472,-10.1293821334839,182400,-8.81902885437012,-9.91380500793457,-14.8050756454468,-14.4723377227783
62112,-39.580192565918,-39.5974426269531,-15.0298376083374,-19.0870418548584,-14.4723253250122,-15.136926651001,377664,-10.097017288208,182688,-8.72442722320557,-10.2143440246582,-14.7949533462524,-14.2569971084595
62208,-39.4876251220703,-39.5254325866699,-15.2842254638672,-19.3122444152832,-14.5994634628296,-15.4784708023071,377952,-9.1223201751709,183264,-9.48066902160645,-9.61603832244873,-14.7954893112183,-14.40576171875
62304,-39.3997306823731,-39.6340560913086,-15.3898086547852,-19.4296283721924,-14.5692510604858,-15.7277603149414,379584,-8.77318000793457,183360,-9.65631294250488,-9.53375625610352,-15.332239151001,-14.753490447998
62400,-39.4050941467285,-39.4985389709473,-15.3273344039917,-19.6585292816162,-14.8047132492065,-16.5135021209717,379968,-8.778076171875,183456,-9.69966506958008,-9.56989002227783,-15.3731575012207,-14.849835395813
62496,-39.4914779663086,-39.6533432006836,-14.9519033432007,-19.5125350952148,-15.0383043289185,-16.5962162017822,380736,-9.29638004302979,183744,-9.71557331085205,-9.71103572845459,-14.8688888549805,-14.936767578125
62592,-39.3392524719238,-39.4423217773438,-15.1509962081909,-19.5305194854736,-15.5904531478882,-16.5268135070801,380832,-9.16116142272949,184224,-9.44146537780762,-9.96381282806397,-14.9388360977173,-15.3590507507324
62688,-39.1940574645996,-39.5349082946777,-15.5431203842163,-19.3601894378662,-15.20631980896,-16.7433528900147,381696,-9.21071815490723,184800,-9.83170032501221,-9.92409133911133,-15.1982917785645,-15.5896987915039
62784,-39.2191123962402,-39.4865646362305,-15.865327835083,-19.0315608978272,-14.4242725372314,-16.7676849365234,382272,-9.2264575958252,184896,-10.0455026626587,-10.1990394592285,-15.2766408920288,-15.4209585189819
62880,-39.4375114440918,-39.4367561340332,-15.8538808822632,-18.324670791626,-14.37721824646,-16.5004825592041,382368,-9.18262577056885,185856,-9.90919971466065,-9.93468475341797,-14.9302797317505,-15.2844896316528
62976,-39.436279296875,-39.4650459289551,-16.0808963775635,-17.9435253143311,-14.0550670623779,-16.5143356323242,382464,-9.21908378601074,185952,-9.92873191833496,-10.0974369049072,-15.2391233444214,-14.8090162277222
63072,-39.1638679504395,-39.3702163696289,-15.5472536087036,-17.5099296569824,-13.5967531204224,-16.4852714538574,382752,-9.21366596221924,186336,-10.0970706939697,-10.8066377639771,-15.3484706878662,-14.3729572296143
63168,-38.9972343444824,-39.3860130310059,-15.5678663253784,-17.3621082305908,-13.2119693756104,-16.3608016967773,383328,-9.68797874450684,186432,-10.2004776000977,-10.6256141662598,-15.6303272247314,-13.1467475891113
63264,-38.9015502929688,-39.3138732910156,-15.4448575973511,-17.238883972168,-13.06711769104,-16.2963695526123,384096,-9.81760501861572,186528,-10.1955966949463,-10.5523719787598,-15.4077215194702,-14.0061283111572
63360,-38.9956588745117,-39.1435127258301,-14.8523778915405,-17.1679439544678,-12.9594812393188,-15.0120248794556,384864,-10.0651636123657,186816,-10.332558631897,-10.6608934402466,-15.2796773910522,-13.9192018508911
63456,-39.1277084350586,-39.1826019287109,-14.906361579895,-16.0287532806397,-12.5218143463135,-14.5612211227417,385248,-9.99843788146973,187008,-10.4550457000732,-10.5469055175781,-15.2284049987793,-14.0397481918335
63552,-38.8799285888672,-39.1524543762207,-15.0562925338745,-15.1658067703247,-12.3190679550171,-14.7919445037842,385440,-9.9716386795044,187296,-9.96689414978027,-9.72131252288818,-15.3029508590698,-14.0935754776001
63648,-39.0694198608398,-39.0209159851074,-14.8324699401855,-14.5754013061523,-12.1108064651489,-15.5450944900513,386304,-9.27646350860596,187584,-10.2421779632568,-9.79727077484131,-15.1734828948975,-14.2205772399902
63744,-39.0002365112305,-38.9495658874512,-14.6302709579468,-13.9768753051758,-12.0258140563965,-15.6503381729126,386784,-8.85621643066406,187872,-9.66332054138184,-9.93423938751221,-14.8807258605957,-14.4026756286621
63840,-38.9837341308594,-38.9656982421875,-14.3361263275146,-13.5860443115234,-11.9403676986694,-15.4036808013916,387360,-8.44620990753174,188256,-9.7894287109375,-9.67747974395752,-15.2304992675781,-14.5959978103638
63936,-39.23095703125,-38.9279556274414,-14.8594331741333,-12.6131391525269,-11.7010707855225,-15.1474485397339,387936,-8.75960922241211,188352,-10.025767326355,-9.47646236419678,-15.283145904541,-14.7046251296997
64032,-39.2393112182617,-38.8002014160156,-15.7027244567871,-12.7769479751587,-11.542350769043,-14.951958656311,388608,-8.68795871734619,188448,-9.88884830474854,-9.62962818145752,-15.1386623382568,-14.6006002426147
64128,-39.2285423278809,-38.8068199157715,-16.3007049560547,-12.3462581634521,-11.5289306640625,-14.9938287734985,390336,-9.08251094818115,188544,-9.92211818695068,-9.67900943756104,-14.6239776611328,-14.2011213302612
64224,-39.157096862793,-38.7346687316895,-16.7582969665527,-12.0227584838867,-11.4328393936157,-14.5876131057739,391872,-9.27183628082275,188640,-9.83966827392578,-9.50728511810303,-14.4316329956055,-13.8996334075928
64320,-39.0371437072754,-38.8281784057617,-17.2169456481934,-12.0448312759399,-11.2421522140503,-13.9696655273438,391968,-9.45227336883545,188832,-9.69426918029785,-9.30913543701172,-14.3566408157349,-14.3685712814331
