Step,dqn_gnn_noas_ts_100k,dqn_gnn_noas_bounds_ts_100k,dqn_mlp_as_ts_100k,dqn_mlp_noas_nobounds_no_feat_extr_ts_100k,dqn_mlp_noas_nobounds_ts_100k,dqn_mlp_noas_ts_100k,Step_for_mn,dqn_mlp_as_ts_1mn,Steps,dqn_gnn_fe_plus_net_arch,dqn_gnn_single_policy,dqn_gnn_fe_load_profile_1,dqn_gnn_sp_load_1
64416,-39.0785446166992,-39.1050415039063,-17.1450595855713,-12.064829826355,-11.1148929595947,-13.6244029998779,392160,-9.47690868377686,188928,-9.67086505889893,-9.39635276794434,-14.2686939239502,-14.4820613861084
64512,-38.8776512145996,-39.0969924926758,-17.2585735321045,-11.9331007003784,-11.1920013427734,-13.5834817886353,392544,-9.53972339630127,189024,-9.54086971282959,-9.4930944442749,-14.0667209625244,-14.4072618484497
64608,-39.0232009887695,-38.9760589599609,-17.6453876495361,-11.7155342102051,-11.2947578430176,-13.3362579345703,392928,-9.08105850219727,189888,-9.63916778564453,-10.306300163269,-14.1784334182739,-14.1304054260254
64704,-39.0500640869141,-38.7725715637207,-17.9084606170654,-11.6721363067627,-11.3400735855103,-13.2460927963257,394560,-10.0391302108765,190080,-9.60288619995117,-10.3578062057495,-13.7951717376709,-13.9280738830566
64800,-39.0974960327148,-38.7264976501465,-18.0950527191162,-11.565863609314,-11.0889205932617,-12.6806335449219,395136,-9.91893482208252,190272,-9.78131294250488,-10.2616186141968,-14.1952447891235,-13.7258739471436
64896,-39.2195434570313,-38.7210884094238,-18.1924343109131,-11.3214855194092,-10.6113681793213,-12.7509641647339,395712,-10.0344400405884,190848,-9.02225112915039,-10.4217672348022,-14.3965911865234,-13.5333986282349
64992,-39.1839065551758,-38.6319198608398,-18.8318996429443,-10.7031574249268,-9.86264991760254,-12.8440790176392,396000,-9.99536418914795,190944,-8.98732376098633,-10.5238780975342,-14.4243125915527,-13.0560007095337
65088,-39.2860717773438,-38.643726348877,-19.0474681854248,-10.4911966323853,-9.8317928314209,-13.1434078216553,397728,-9.68400287628174,191232,-9.41554069519043,-10.2213354110718,-14.0912475585938,-13.2053337097168
65184,-39.1271781921387,-38.5717964172363,-19.5019721984863,-10.119348526001,-9.7550048828125,-13.9141387939453,398112,-9.69192218780518,193728,-9.65824699401856,-8.47084999084473,-13.8636407852173,-13.1741399765015
65280,-38.9942016601563,-38.4943656921387,-19.6153964996338,-10.0549116134644,-9.51870059967041,-13.5319414138794,398784,-9.5275764465332,194112,-10.0162391662598,-8.45987129211426,-14.0392322540283,-13.3681020736694
65376,-38.9355926513672,-38.6915855407715,-19.4311676025391,-10.0247955322266,-9.62831401824951,-13.478572845459,399072,-9.49739074707031,194208,-10.0663681030273,-8.38388347625732,-14.4099998474121,-13.2313404083252
65472,-39.2573089599609,-38.7363166809082,-18.9343357086182,-10.0985803604126,-9.47885894775391,-13.6366310119629,400128,-9.40793991088867,194592,-9.65323925018311,-9.02124881744385,-14.4862651824951,-13.2817258834839
65568,-39.350154876709,-38.6330261230469,-18.9338283538818,-10.0585031509399,-9.33728790283203,-13.4755992889404,401088,-9.62322521209717,194784,-9.94270515441895,-8.85226726531982,-14.3018159866333,-13.3827962875366
65664,-39.3121337890625,-38.6469383239746,-19.3084201812744,-10.0687627792358,-9.25282192230225,-13.4616765975952,401184,-9.62613487243652,195072,-9.79269886016846,-8.93590545654297,-13.9381895065308,-12.3117294311523
65760,-39.3524513244629,-38.5806770324707,-19.6003322601318,-9.9962682723999,-9.27899074554443,-13.1877546310425,401472,-9.55966472625732,195456,-10.1173696517944,-9.2243824005127,-14.1416454315186,-12.3611688613892
65856,-39.2855186462402,-38.5158348083496,-19.1222591400147,-9.98015880584717,-9.15865135192871,-13.1518774032593,402528,-9.17522239685059,195552,-10.0664949417114,-9.58257484436035,-14.1610822677612,-12.2921085357666
65952,-39.5028381347656,-38.4470138549805,-19.0623188018799,-10.0717611312866,-9.10354614257813,-13.653021812439,403968,-8.3712043762207,195936,-9.79788589477539,-9.68876361846924,-14.0800304412842,-12.19739818573
66048,-39.3630752563477,-38.5009727478027,-18.8544902801514,-10.4240818023682,-9.28311824798584,-13.1332349777222,404064,-8.44887542724609,196224,-9.4919900894165,-9.94622707366943,-13.8682098388672,-12.3839712142944
66144,-39.5450439453125,-38.5728721618652,-18.8334102630615,-10.3522748947144,-9.09324645996094,-13.189190864563,405312,-9.61917686462402,196608,-9.67802429199219,-10.4872035980225,-14.3493337631226,-11.9730930328369
66240,-39.2600479125977,-38.7405700683594,-18.6086177825928,-10.4768295288086,-9.04934787750244,-13.402491569519,405888,-9.80649566650391,197280,-9.46260643005371,-9.55173969268799,-13.9242334365845,-12.2199935913086
66336,-39.1160659790039,-38.729549407959,-18.1173858642578,-10.6090183258057,-8.97192764282227,-13.4493856430054,406080,-9.6792631149292,197376,-9.32385540008545,-9.6076545715332,-13.7233409881592,-13.2393827438355
66432,-39.2421836853027,-38.9635200500488,-17.2046070098877,-10.1904487609863,-8.89254093170166,-13.4506664276123,406176,-9.70220470428467,197472,-9.35986804962158,-9.59935665130615,-13.7293004989624,-13.3377141952515
66528,-39.0723381042481,-38.9617729187012,-16.2694530487061,-9.88808155059815,-8.80403804779053,-13.1863136291504,406752,-9.81099605560303,198528,-9.18622875213623,-8.85759925842285,-14.1023721694946,-13.4693975448608
66624,-39.1326675415039,-39.1578330993652,-15.9078416824341,-9.88936519622803,-8.81706809997559,-13.2038154602051,407712,-9.38771438598633,198624,-9.18939304351807,-9.00002956390381,-13.9653997421265,-13.6104688644409
66720,-39.2318878173828,-39.0350341796875,-15.2093935012817,-9.74964237213135,-8.97781181335449,-12.854076385498,408000,-9.70975589752197,198816,-9.15977096557617,-8.92726802825928,-14.1176710128784,-13.5430841445923
66816,-39.1818618774414,-38.7502975463867,-15.3390083312988,-9.51425743103027,-9.03410720825195,-12.9572629928589,408192,-9.90091419219971,199200,-8.96405792236328,-8.99520587921143,-14.3519697189331,-13.4205369949341
66912,-39.2735176086426,-38.6765975952148,-15.0888528823853,-9.64864444732666,-9.02682495117188,-13.0392904281616,408288,-9.7968692779541,199680,-8.7199296951294,-8.91476345062256,-14.823823928833,-13.4742155075073
67008,-39.2275314331055,-38.5988159179688,-14.4461002349854,-9.82877063751221,-8.80601024627686,-13.0312938690186,408384,-9.90635395050049,200160,-8.63899230957031,-8.99916553497315,-14.9768552780151,-13.5740509033203
67104,-39.3804893493652,-38.9906005859375,-13.7064571380615,-9.7009449005127,-8.815505027771,-13.2240028381348,408768,-9.95129585266113,200352,-8.87651824951172,-8.90327835083008,-14.956545829773,-13.7686529159546
67200,-39.4030342102051,-38.8336601257324,-13.5622158050537,-9.61673164367676,-8.94687557220459,-13.2631759643555,409728,-9.66116333007813,200448,-9.1323938369751,-9.01242542266846,-14.6710214614868,-13.9318037033081
67296,-39.3573532104492,-38.7484931945801,-13.4521369934082,-9.74839305877686,-9.02044868469238,-13.0273542404175,410976,-8.77570629119873,200640,-9.02393341064453,-9.00057411193848,-15.0200099945068,-13.9652729034424
67392,-39.4752159118652,-38.8545303344727,-12.5951375961304,-9.78492641448975,-9.14977550506592,-13.1863832473755,411072,-8.80665302276611,200832,-8.96684837341309,-9.28408050537109,-14.8967390060425,-13.9986505508423
67488,-39.3931579589844,-38.7367858886719,-11.8454809188843,-9.61252403259277,-9.24778175354004,-12.7925071716309,412704,-9.56005764007568,201216,-9.03204154968262,-8.95563411712647,-15.0402889251709,-13.5240488052368
67584,-39.6205062866211,-38.8571090698242,-11.4187393188477,-9.56425857543945,-9.33716297149658,-11.9497690200806,413760,-8.98141002655029,201408,-8.92930603027344,-8.77779674530029,-15.1292953491211,-13.6654253005981
67680,-39.4179382324219,-39.0189399719238,-11.247838973999,-9.6154727935791,-9.66797828674316,-11.8698167800903,414624,-9.07500267028809,201504,-8.97656345367432,-8.76972007751465,-14.9235925674438,-13.5063982009888
67776,-39.1805458068848,-38.7701759338379,-11.0284290313721,-9.42114067077637,-9.7846040725708,-11.7931814193726,415104,-9.0756368637085,201696,-8.87206840515137,-9.33031463623047,-14.3665256500244,-13.4021377563477
67872,-39.1528167724609,-38.783863067627,-11.0439939498901,-9.27242374420166,-9.79046726226807,-11.9855480194092,415584,-8.73314380645752,201984,-9.56434917449951,-9.34968662261963,-14.1379461288452,-13.3594970703125
67968,-39.1190414428711,-38.8198699951172,-11.1870098114014,-9.28138732910156,-9.7913761138916,-11.9851760864258,416160,-8.75710582733154,202176,-9.82635021209717,-9.24347972869873,-13.9306859970093,-13.2829103469849
68064,-39.1538734436035,-38.8153800964356,-10.6364374160767,-9.19506454467773,-9.76629734039307,-11.9103155136108,417024,-8.23776626586914,202560,-9.7239875793457,-9.05862998962402,-13.7127285003662,-13.0678663253784
68160,-38.9610023498535,-38.8743858337402,-10.7644901275635,-9.35313606262207,-9.78021240234375,-12.0170001983643,417792,-8.41765403747559,202656,-9.54401874542236,-9.03382682800293,-13.6578121185303,-13.3035554885864
68256,-39.2059555053711,-39.0039100646973,-10.6113634109497,-9.30273342132568,-9.97513580322266,-11.971118927002,418656,-9.34285259246826,203040,-9.2480583190918,-9.19900417327881,-13.7555770874023,-13.4718360900879
68352,-39.0978507995606,-39.2713966369629,-10.3781862258911,-9.25638008117676,-10.0269317626953,-11.3287906646729,419712,-9.38444137573242,203136,-9.33195114135742,-8.96098518371582,-13.7311353683472,-13.8481006622314
68448,-39.1423492431641,-39.2653198242188,-10.5529260635376,-8.99395847320557,-9.81688785552979,-11.3008308410645,420192,-9.36324787139893,203520,-9.69423770904541,-8.61007785797119,-13.8177356719971,-13.7498016357422
68544,-39.2601852416992,-39.219856262207,-10.4985990524292,-9.0339879989624,-9.91165542602539,-11.3321704864502,420480,-8.7989673614502,203616,-9.75205516815186,-8.7907886505127,-13.2196769714355,-14.4453144073486
68640,-39.3906440734863,-39.0351638793945,-10.4158697128296,-8.97831249237061,-10.0099992752075,-11.1423416137695,422016,-9.18826198577881,203904,-9.80265617370606,-8.63596057891846,-13.3260879516602,-14.0061283111572
68736,-39.3703117370606,-39.1870002746582,-10.3822822570801,-8.8366756439209,-10.125602722168,-11.1641635894775,422784,-9.70611572265625,204000,-9.86718273162842,-8.4179744720459,-13.240424156189,-12.823281288147
68832,-39.2794075012207,-39.2485046386719,-10.252649307251,-8.94913196563721,-10.0965032577515,-11.282114982605,423168,-9.83834171295166,204288,-9.78040504455566,-8.0100040435791,-13.165641784668,-12.7807588577271
68928,-39.442024230957,-39.153018951416,-10.1345176696777,-8.93419742584229,-10.0552787780762,-11.4058685302734,423456,-9.72813892364502,205056,-9.38160228729248,-8.26724910736084,-12.7839412689209,-13.0724401473999
69024,-39.2979431152344,-39.0731506347656,-10.0994901657105,-8.75406837463379,-10.0159597396851,-11.6744289398193,423744,-9.68032836914063,205152,-9.39390277862549,-8.26616191864014,-12.7555713653564,-13.0198411941528
69120,-39.1789970397949,-39.1003341674805,-10.0024175643921,-8.9021520614624,-9.89374351501465,-11.8609771728516,423840,-9.70164299011231,205440,-9.48143863677979,-8.25944805145264,-12.8102655410767,-12.6096420288086
69216,-39.0079536437988,-39.2690925598145,-9.84418201446533,-8.9457540512085,-9.76275730133057,-12.7792854309082,424608,-9.58102798461914,205824,-9.07956504821777,-8.56719207763672,-12.8278293609619,-12.7443294525146
69312,-38.9853439331055,-39.2737503051758,-9.82615184783936,-9.05135345458984,-9.42012882232666,-12.682710647583,424800,-9.54113101959229,206400,-9.04644775390625,-9.02249908447266,-12.2133979797363,-12.7509059906006
69408,-38.9072418212891,-39.5564002990723,-9.85519027709961,-9.26999568939209,-9.45821571350098,-12.667046546936,425856,-9.40664672851563,207360,-9.66255283355713,-9.33256721496582,-12.1038770675659,-12.5843534469605
69504,-38.9289855957031,-39.2836570739746,-9.8618049621582,-9.4027910232544,-9.40605926513672,-12.4659023284912,426624,-9.11425018310547,207648,-9.53493785858154,-9.74121570587158,-12.2213487625122,-12.3497562408447
69600,-38.974552154541,-39.4450492858887,-9.72136974334717,-9.36473655700684,-9.22857189178467,-12.3984003067017,427680,-10.0527801513672,208320,-9.51183795928955,-9.73814296722412,-12.5936059951782,-12.281665802002
69696,-39.0918006896973,-39.5461158752441,-9.64822101593018,-9.34803867340088,-9.11466407775879,-12.7003221511841,428064,-9.76947021484375,208992,-8.78239059448242,-9.56578922271729,-11.9845905303955,-12.5299739837646
69792,-38.7981758117676,-39.4378433227539,-9.5801248550415,-9.42178916931152,-9.02836513519287,-12.3408203125,428832,-9.3705940246582,210048,-9.45819282531738,-9.14307308197022,-12.0928058624268,-12.3728523254395
69888,-38.8091125488281,-39.5439300537109,-9.57959651947022,-9.45512866973877,-8.90022373199463,-12.2179288864136,431040,-9.18558216094971,210240,-9.38101100921631,-8.84869575500488,-11.883828163147,-12.2830638885498
69984,-38.7028694152832,-39.4918174743652,-9.25100803375244,-9.6199836730957,-8.91306781768799,-12.8748655319214,431616,-10.0814008712769,210720,-9.59191226959229,-8.82059574127197,-11.7899723052979,-12.1070232391357
70080,-38.9364204406738,-39.3657073974609,-9.30798625946045,-9.67935085296631,-8.66759014129639,-13.1588802337646,432000,-9.79455089569092,211200,-9.73351955413818,-9.01685905456543,-11.846830368042,-12.0853471755981
70176,-39.07958984375,-39.5099906921387,-9.64086818695068,-10.2419509887695,-9.1505012512207,-13.1083402633667,433440,-9.16230201721191,211392,-10.1397409439087,-8.9159517288208,-11.5830888748169,-12.1324005126953
70272,-39.0949478149414,-39.6203651428223,-9.79379844665527,-10.7547035217285,-9.46895217895508,-12.9863290786743,434016,-8.0407886505127,211584,-10.1849517822266,-9.00015068054199,-11.4323396682739,-12.1055355072021
70368,-38.9409904479981,-39.6206245422363,-9.46608638763428,-11.1215085983276,-9.90325450897217,-13.0823392868042,434304,-8.23413276672363,212160,-9.85387992858887,-9.31401252746582,-11.4803152084351,-12.155460357666
70464,-38.9710807800293,-39.7619972229004,-9.52213382720947,-11.4168310165405,-10.4029779434204,-13.3213510513306,434496,-8.47650337219238,212352,-9.78713417053223,-9.14595699310303,-11.4139947891235,-12.5995807647705
70560,-39.0193557739258,-39.7041473388672,-9.24090099334717,-11.6399230957031,-10.8281488418579,-13.4837589263916,435168,-8.56444072723389,212448,-9.67526149749756,-8.97032642364502,-11.1610727310181,-12.6511344909668
70656,-38.7340278625488,-39.6544418334961,-9.4173526763916,-12.4593877792358,-10.9126377105713,-13.7891483306885,435456,-8.95288753509522,212640,-9.81475257873535,-8.8792142868042,-11.0603590011597,-12.6366739273071
70752,-38.6907958984375,-39.3317909240723,-9.92477893829346,-12.7612590789795,-10.9254932403564,-13.8276834487915,435840,-9.06163787841797,212736,-9.69730281829834,-8.88522529602051,-11.0866069793701,-12.4089975357056
70848,-38.9102821350098,-39.2045402526856,-10.032322883606,-12.9062919616699,-11.2600774765015,-14.181902885437,436224,-9.52876091003418,213312,-9.82379817962647,-8.86596393585205,-10.6897287368774,-13.3969707489014
70944,-38.9534759521484,-39.0059318542481,-10.6542959213257,-13.010160446167,-11.7886657714844,-14.0404167175293,436320,-9.74663352966309,213696,-9.46233654022217,-8.5158109664917,-10.5380401611328,-12.956618309021
71040,-39.0533027648926,-39.157356262207,-11.1360807418823,-13.022180557251,-12.2185182571411,-14.3904695510864,436416,-9.8239336013794,213888,-9.48113918304443,-8.55249118804932,-10.4850568771362,-12.933310508728
71136,-39.1068572998047,-39.1055793762207,-11.6442413330078,-13.2147731781006,-12.3605766296387,-14.4354496002197,436608,-9.97835540771484,214752,-9.51514339447022,-8.65794849395752,-10.8354835510254,-13.004054069519
71232,-38.9717330932617,-39.0106658935547,-12.0588932037354,-13.4177236557007,-12.4260225296021,-14.9516468048096,437856,-9.91086101531982,215040,-9.58696460723877,-9.01417827606201,-11.1366033554077,-13.0444746017456
71328,-39.0618095397949,-39.03173828125,-12.2765827178955,-13.8276252746582,-12.6755056381226,-15.2868661880493,438048,-9.98058700561523,215328,-10.671178817749,-9.3735933303833,-11.1983213424683,-12.7512512207031
71424,-39.0940742492676,-38.9862861633301,-12.5447034835815,-14.0651922225952,-12.8389253616333,-14.7235813140869,438240,-10.1419162750244,215520,-10.6580972671509,-9.63791561126709,-11.349570274353,-12.7394542694092
71520,-39.1115417480469,-39.1302833557129,-13.1324987411499,-13.9829874038696,-12.7803897857666,-14.5110559463501,438624,-9.84359169006348,216480,-10.3690385818481,-10.1145648956299,-11.074857711792,-12.6554288864136
71616,-39.3558578491211,-38.9064636230469,-13.5763626098633,-14.0140838623047,-12.7620973587036,-13.7769889831543,438912,-9.8364725112915,216768,-10.016188621521,-10.14430809021,-11.0584878921509,-13.087836265564
71712,-39.4735450744629,-38.8293685913086,-14.2868423461914,-13.8404264450073,-12.9059810638428,-13.820707321167,439008,-9.56298446655273,216864,-9.88907909393311,-10.1505641937256,-11.0209894180298,-13.0422658920288
71808,-39.7322235107422,-38.8232612609863,-14.5117025375366,-13.6763715744019,-12.9686737060547,-13.944507598877,439200,-9.60526943206787,217440,-9.91416454315186,-9.8805456161499,-10.9328804016113,-13.0588178634644
72000,-39.5631637573242,-38.9519386291504,-14.9883584976196,-14.050422668457,-13.2678670883179,-13.6303758621216,439968,-9.2069034576416,217728,-8.6199426651001,-9.43755626678467,-10.7286472320557,-13.6832885742188
72096,-39.4369812011719,-39.0301895141602,-15.1946039199829,-14.1438131332397,-13.6279172897339,-13.4592485427856,440928,-9.39992427825928,218592,-9.76398181915283,-8.96671676635742,-11.0470132827759,-13.7558851242065
